geochem_depth,geochem_age_kabp,TIC,TOC,Qz_peakarea,C13,O18,TN,TS
269.043,724.3433,0.44,0.53,0.362951,,,0.26,0.114
269.203,724.78955,0.4,0.63,,,,0.28,0.135
269.363,725.2616,0.47,0.76,0.264794,,,0.26,0.102
269.523,725.82075,0.48,0.85,,,,0.27,0.104
269.683,726.3864,0.3,0.68,0.31435,,,0.26,0.103
269.843,726.94915,0.26,0.69,,,,0.28,0.091
270.003,727.5218,0.3,0.93,0.269525,,,0.29,0.117
270.163,728.0931,0.64,0.77,,,,0.28,0.104
270.323,728.65935,0.31,0.86,0.308992,,,0.28,0.085
270.483,729.2196,1.89,1.09,,,,0.25,0.078
270.643,729.77235,0.25,0.96,0.311745,,,0.29,0.12
270.803,730.3176,0.37,1.3,,,,0.31,0.094
270.963,730.8667,0.12,1.19,0.292874,,,0.3,0.108
271.123,731.42235,0.99,1.32,,,,0.29,0.104
271.283,731.9902,3.74,1.28,0.174795,0.73,-5.27,0.22,0.063
271.443,732.5398,2.91,1.2,,0.16,-5.7,0.24,0.071
271.603,733.0999,3.51,0.87,0.200957,-0.01,-6.06,0.23,0.082
271.773,733.6988,4.88,1.04,,-0.24,-6.63,0.25,0.073
271.923,734.2252,4.92,0.99,0.147153,0.18,-6.16,0.23,0.042
272.083,734.78665,3.71,1,,-0.04,-6.02,0.28,0.053
272.243,735.33655,4.6,1.06,0.198192,-0.16,-6.4,0.2,0.065
272.403,735.9032,4.08,0.99,,-0.39,-7.04,0.2,0.052
272.563,736.4558,4.75,0.89,0.190612,-0.19,-6.14,0.2,0.058
272.723,737.01645,3.38,0.78,,-0.45,-7.09,0.22,0.087
272.883,737.57565,3.14,0.8,0.26016,-0.07,-6.2,0.24,0.067
273.043,738.1339,3.22,0.62,,0.69,-5.42,0.29,0.102
273.203,738.6909,3.94,0.82,0.22049,1,-4.55,0.21,0.064
273.363,739.10335,3.56,0.88,,0.61,-5.57,0.23,0.066
273.523,739.5099,2.91,1.02,0.220384,-0.42,-6.93,0.23,0.06
273.683,739.90575,1.2,1.06,,-0.8,-6.85,0.29,0.069
273.843,740.3012,1.19,0.93,0.273791,-0.8,-7.22,0.26,0.079
274.003,740.70135,3.3,0.94,,-0.47,-6.81,0.22,0.073
274.163,741.08735,3.76,1.09,0.193038,-0.17,-6.41,0.23,0.055
274.323,741.4769,4.14,1,,-0.07,-5.9,0.23,0.05
274.483,741.87025,3.32,1.07,0.199122,-0.17,-6.5,0.23,0.059
274.643,742.222,3.32,1.11,,-0.07,-6.18,0.23,0.061
274.803,742.57265,3.12,1.1,0.201549,-0.18,-6.15,0.23,0.07
274.963,742.91755,3.25,1.32,,-0.16,-3.53,0.24,0.066
275.123,743.2696,2.75,0.96,0.219516,0.04,-5.54,0.26,0.075
275.283,743.621,0.41,1.34,,,,0.3,0.107
275.443,743.97795,0.09,1.13,0.25276,,,0.29,0.07
275.603,744.3225,0.12,0.68,,,,0.26,0.077
275.763,744.6687,0.79,0.68,0.279295,,,0.22,0.057
275.923,745.05495,0.42,0.57,,,,0.25,0.082
276.083,745.46585,0.54,0.53,0.362079,,,0.23,0.092
276.243,745.8819,0.41,0.62,,,,0.23,0.088
276.403,746.29225,0.46,0.53,0.352104,,,0.26,0.097
276.563,746.70625,0.67,0.7,,,,0.25,0.107
276.723,747.11755,0.41,0.63,0.344271,,,0.24,0.095
276.883,747.5187,0.32,0.71,,,,0.25,0.063
277.043,747.93215,0.12,0.69,0.265671,,,0.23,0.051
277.203,748.35055,0.21,0.55,,,,0.24,0.075
277.363,748.7907,0.83,0.67,0.290373,,,0.23,0.053
277.523,749.23255,1.86,0.61,,,,0.22,0.083
277.683,749.67625,0.21,0.86,0.306086,,,0.27,0.062
277.843,750.11195,0.33,0.68,,,,0.25,0.068
278.003,750.5554,0.32,0.78,0.283955,,,0.24,0.056
278.163,750.9902,0.31,0.91,,,,0.25,0.058
278.323,751.4399,0.27,0.85,0.319424,,,0.25,0.089
278.483,751.8476,0.26,0.78,,,,0.25,0.102
278.643,752.2211,0.28,0.83,0.325762,,,0.25,0.075
278.803,752.6033,1.1,0.76,,,,0.25,0.086
278.963,752.97645,0.61,0.95,0.296952,,,0.27,0.12
279.123,753.3563,0.18,0.97,,,,0.27,0.065
279.283,753.73745,0.27,1.03,0.263262,,,0.28,0.065
279.443,754.12685,0.17,1.07,,,,0.27,0.057
279.603,754.5088,0.2,0.71,0.294,,,0.26,0.056
279.763,754.90315,3.01,0.81,,,,0.23,0.06
279.923,755.316,0.35,1.02,0.319371,,,0.27,0.083
280.083,755.7282,0.62,1,,,,0.26,0.07
280.243,756.1336,0.19,0.91,0.323363,,,0.28,0.086
280.403,756.5448,0.26,0.99,,,,0.31,0.08
280.563,756.9505,0.18,0.91,0.30536,,,0.29,0.075
280.723,757.35785,0.18,0.89,,,,0.29,0.069
280.883,757.76805,0.15,0.99,0.330767,,,0.29,0.105
281.043,758.1771,0.22,1.13,,,,0.3,0.074
281.203,758.6104,4.76,0.64,0.188682,0.1,-4.7,0.19,0.043
281.363,759.0406,3.94,0.97,,-0.5,-5.5,0.21,0.049
281.523,759.47915,2.75,0.97,0.21538,-0.1,-5.1,0.24,0.05
281.683,759.91275,0.81,1.04,,,,0.28,0.073
281.843,760.3494,0.54,0.87,0.272557,,,0.28,0.068
282.003,760.7867,1.02,0.91,,,,0.27,0.074
282.163,761.21415,0.08,0.92,0.336645,,,0.28,0.084
282.323,761.6538,0.72,0.95,,,,0.28,0.092
282.483,762.1078,0.43,1.3,0.307235,,,0.31,0.108
282.643,762.5623,4.45,0.96,,-0.5,-6.8,0.19,0.055
282.803,763.02035,2.08,0.96,0.260029,-1.5,-7.7,0.25,0.069
282.963,763.47185,5.42,0.63,,-0.8,-6.6,0.17,0.045
283.123,763.92785,5.42,0.68,0.175704,-0.6,-6.2,0.17,0.046
283.283,764.3858,4.1,0.91,,-0.6,-6.5,0.21,0.062
283.443,764.8346,0.95,0.92,0.32249,,,0.27,0.103
283.603,765.27495,0.23,1.01,,,,0.28,0.111
283.763,765.7148,0.2,1.06,0.32188,,,0.29,0.104
283.923,766.15785,2.74,0.69,,,,0.25,0.077
284.083,766.6031,0.9,0.98,0.31295,,,0.29,0.099
284.243,767.05,3.57,0.91,,0.8,-5.1,0.24,0.084
284.403,767.49105,4.56,1.23,0.204513,0.1,-5.4,0.22,0.08
284.563,767.9392,3.83,1.03,,-1,-7.1,0.22,0.092
284.723,768.3851,4.51,0.85,0.210467,-1.1,-6.6,0.23,0.061
284.883,768.82695,6.07,1.04,,-0.9,-6.4,0.16,0.087
285.043,769.28705,6.85,0.87,0.157406,-0.4,-5.8,0.15,0.054
285.203,769.74775,7.29,0.78,,-0.3,-5.7,0.14,0.071
285.363,770.2044,5.97,1,0.185867,-0.1,-5.4,0.18,0.102
285.523,770.66685,3.09,0.9,,-0.5,-6.5,0.27,0.121
285.683,771.12815,1.71,0.93,0.285367,0.2,-5.8,0.29,0.109
285.843,771.59805,3.39,0.95,,0.4,-5.3,0.24,0.113
286.003,772.07035,4.17,0.98,0.228409,0,-5.5,0.2,0.08
286.163,772.544,3.8,0.83,,0.1,-5.4,0.22,0.09
286.323,773.13715,5.38,0.78,0.200653,0.4,-4.7,0.19,0.066
286.483,773.8015,6.09,0.7,,0.6,-4.1,0.18,0.081
286.643,774.4643,5.32,0.9,0.197642,0.2,-4.8,0.23,0.082
286.803,775.12775,4.19,0.81,,0,-4.5,0.37,0.09
286.963,775.78095,6.83,0.89,0.165427,0.1,-4.3,0.15,0.068
287.123,776.44725,6.39,0.91,,0,-4.4,0.16,0.066
287.283,777.0981,7.26,1.18,0.138206,0.2,-4.2,0.13,0.076
287.443,777.75755,7.38,1.14,,0.1,-4.2,0.13,0.077
287.603,778.48195,7.5,1.02,0.136302,0.2,-3.9,0.13,0.062
287.763,779.2696,7.84,0.91,,0.2,-4,0.12,0.054
287.923,780.0606,7.94,0.92,0.116422,-0.2,-4.7,0.11,0.048
288.083,780.8521,8.72,0.61,,,,0.1,0.034
288.233,781.5826,8.84,0.81,0.0979526,-0.1,-4.5,0.09,0.04
288.403,782.42735,8.2,0.68,,-0.1,-4.8,0.15,0.044
288.563,783.2102,8.58,0.7,0.11246,-0.1,-5.1,0.1,0.037
288.723,783.9975,7.87,0.88,,-0.4,-5.4,0.12,0.043
288.883,784.72585,7.58,0.9,0.135687,-0.4,-5.7,0.11,0.043
289.043,785.4023,8.1,0.79,,0,-5.4,0.11,0.038
289.203,786.0715,6.72,1.23,0.165158,-0.1,-5.8,0.14,0.062
289.363,786.77185,5.33,1.4,,0.1,-6.1,0.17,0.071
289.523,787.4325,4.77,1.19,0.214343,0.6,-5.3,0.18,0.05
289.683,788.1194,3.29,0.61,,1.6,-4.1,0.19,0.073
289.843,788.80075,2.84,0.77,0.252679,1.8,-3.3,0.21,0.067
290.003,789.47875,1.14,0.7,,0.7,-3.5,0.24,0.09
290.163,790.09015,0.64,0.65,0.284259,,,0.24,0.091
290.323,790.52265,0.26,0.76,,,,0.26,0.084
290.483,790.9665,1.54,0.63,0.279714,,,0.23,0.081
290.643,791.4161,0.61,0.7,,,,0.25,0.061
290.803,791.86345,0.75,0.64,0.277047,,,0.26,0.085
290.963,792.3081,0.32,0.62,,,,0.24,0.082
291.123,792.74425,0.75,0.59,0.257271,,,0.22,0.066
291.283,793.17995,0.48,0.55,,,,0.24,0.116
291.443,793.6512,0.27,0.5,0.271276,,,0.24,0.102
291.603,794.30865,0.34,0.49,,,,0.25,0.102
291.763,794.9765,0.29,0.5,0.330776,,,0.24,0.101
291.923,795.6444,1.12,0.55,,,,0.23,0.106
292.083,796.30375,0.17,0.45,0.32143,,,0.25,0.1
292.243,796.96195,0.38,0.59,,,,0.24,0.06
292.403,797.62705,0.33,0.6,0.259675,,,0.26,0.089
292.563,798.2845,0.1,0.49,,,,0.27,0.115
292.723,798.9446,0.36,0.63,0.293368,,,0.25,0.097
292.883,799.59325,0.46,0.61,,,,0.25,0.092
293.043,800.24405,0.43,0.75,0.27311,,,0.25,0.121
293.203,800.89325,0.1,0.65,,,,0.23,0.066
293.363,801.54775,0.43,0.73,0.26357,,,0.24,0.057
293.523,802.1944,2.73,0.53,,,,0.21,0.094
293.683,802.84885,0.3,0.63,0.330141,,,0.27,0.113
293.843,803.5035,0.24,0.7,,,,0.26,0.131
294.003,804.14535,0.11,0.74,0.266268,,,0.25,0.074
294.163,804.83815,0.11,0.72,,,,0.26,0.085
294.323,805.52925,0.17,0.78,0.268058,,,0.27,0.091
294.483,806.22065,0.71,0.82,,,,0.26,0.08
294.643,806.9217,0.25,0.79,0.280116,,,0.29,0.081
294.803,807.6249,0.62,0.91,,,,0.29,0.128
294.963,808.32905,0.1,1.18,0.265401,,,0.32,0.077
295.123,809.02975,1.13,1.03,,-0.1,-5,0.29,0.068
295.283,809.7291,1.91,1.12,0.199596,0.4,-3.1,0.27,0.065
295.443,810.3283,1.27,1.03,,-0.3,-4.3,0.29,0.058
295.603,810.89175,0.94,1.06,0.247188,,,0.32,0.052
295.763,811.45875,2.44,1.11,,0.8,-4.8,0.28,0.066
295.923,812.02545,1.51,1.35,0.218319,-0.4,-3,0.3,0.078
296.093,812.6246,2.03,1.15,,0.5,-3.7,0.29,0.071
296.243,813.15735,2.31,1.22,0.221682,0.3,-4.7,0.28,0.063
296.403,813.72565,2.52,1.15,,-0.1,-3.9,0.27,0.061
296.563,814.28925,0.56,1.11,0.236931,0,-2.8,0.31,0.079
296.723,814.8171,1.69,1.06,,-0.1,-3.8,0.31,0.089
296.883,815.33,3.09,1.16,0.200676,-0.6,-5.5,0.26,0.085
297.043,815.848,4.18,1.03,,-0.5,-5.5,0.22,0.061
297.203,816.36055,4.75,0.88,0.192235,0.1,-4.9,0.23,0.048
297.363,816.8754,6.73,0.79,,0.1,-4.7,0.18,0.054
297.523,817.3867,6.08,0.88,0.152116,0.1,-4.7,0.19,0.057
297.683,817.9014,5.28,0.86,,-0.1,-5,0.21,0.059
297.843,818.418,7.01,0.78,0.148898,-0.3,-5.1,0.16,0.054
298.003,818.89765,8.31,0.58,,-0.3,-5,0.12,0.043
298.163,819.36005,8.06,0.69,0.122726,-0.3,-4.8,0.14,0.042
298.323,819.8157,7.76,0.73,,-0.4,-5.1,0.13,0.048
298.483,820.27945,7.85,1.1,0.113011,-0.3,-5.2,0.13,0.04
298.643,820.7399,7.72,1.08,,-0.5,-5.5,0.12,0.042
298.803,821.19775,7.84,0.63,0.125156,-0.5,-5.9,0.13,0.034
298.963,821.66,6.64,1,,-0.2,-5.3,0.15,0.053
299.123,822.1217,5.94,0.69,0.162341,0.2,-4.9,0.18,0.069
299.283,822.54805,5.16,0.71,,0.1,-5.4,0.18,0.057
299.443,822.9437,3.37,0.97,0.2027,0.2,-4.7,0.24,0.074
299.603,823.33215,2.76,0.87,,0,-5,0.27,0.094
299.763,823.7287,3.45,0.76,0.212139,0,-5,0.27,0.09
299.923,824.11285,3.94,0.97,,-0.8,-6.3,0.25,0.07
300.083,824.50265,5.81,1.1,0.154108,,,0.18,0.065
300.243,824.8899,7.25,0.91,,-0.9,-6.5,0.14,0.044
300.403,825.2723,5.56,1.01,0.163021,-1,-6.4,0.2,0.064
300.563,825.6806,5.71,1.3,,-1.2,-6.4,0.19,0.051
300.723,826.13785,6.33,1.39,0.134281,-1.1,-5.9,0.17,0.047
300.883,826.59655,6.28,1.26,,-1.2,-6,0.18,0.054
301.043,827.05525,5.67,1.39,0.143746,-1.2,-6.1,0.2,0.058
301.203,827.5154,4.87,1.42,,-1.2,-6,0.22,0.055
301.363,827.97375,5.2,1.17,0.163619,-1,-5.7,0.2,0.061
301.523,828.43835,4.68,1.41,,-0.7,-5.4,0.22,0.05
301.683,828.9098,0.11,1,0.24367,,,0.32,0.087
301.843,829.41415,0.11,0.94,,,,0.32,0.126
302.003,830.15225,0.2,0.87,0.240325,,,0.33,0.124
302.163,830.88935,1,1.1,,,,0.33,0.105
302.323,831.6285,4.74,1.31,0.171369,-1.1,-5.8,0.21,0.064
302.483,832.36435,5.91,1.19,,-0.9,-5.3,0.17,0.047
302.643,833.1057,6.69,1.01,0.138474,-1.1,-5.7,0.15,0.047
302.803,833.84505,8.16,0.76,,-0.7,-5.2,0.11,0.039
302.963,834.56925,7.23,0.87,0.119587,-0.8,-5.5,0.14,0.051
303.123,835.3165,6.07,0.43,,-0.4,-5.5,0.15,0.061
303.283,836.32035,4.13,0.86,0.210258,0.4,-4.9,0.23,0.068
303.443,837.32335,5.32,0.89,,0,-5.2,0.21,0.062
303.603,838.3221,7.18,0.85,0.147923,-0.3,-5.5,0.14,0.03
303.763,839.32135,7.2,0.85,,-0.5,-6,0.14,0.05
303.923,840.32195,8.88,0.63,0.116144,-0.4,-5.7,0.1,0.049
304.083,841.31495,8.5,0.18,,-0.3,-5.4,0.1,0.041
304.243,842.30295,8.66,0.73,0.105585,-0.3,-5.5,0.1,0.037
304.403,843.29555,8.77,0.67,,-0.4,-5.8,0.11,0.046
304.563,844.27915,8.69,0.8,0.102158,-0.6,-5.9,0.11,0.053
304.723,845.26155,7.88,0.97,,-0.6,-5.8,0.13,0.054
304.893,846.31255,6.75,1.24,0.143571,-0.5,-5.5,0.18,0.101
305.043,847.2359,7.4,0.96,,0.5,-4.8,0.15,0.078
305.203,848.229,6.96,1.05,0.14812,0.7,-4.1,0.15,0.051
305.363,849.2331,5.44,0.58,,0.2,-4.9,0.19,0.072
305.523,850.23595,2.28,1.65,0.207407,0.1,-4.9,0.23,0.083
305.683,851.23215,3.82,0.62,,0.1,-5.1,0.23,0.09
305.843,852.24325,5.62,0.6,0.167398,-0.1,-5.1,0.2,0.074
306.003,853.27365,5.86,1.11,,-0.3,-5,0.19,0.066
306.163,854.3006,5.79,0.96,0.174564,-0.3,-4.6,0.21,0.055
306.323,855.32435,6.69,1.37,,0,-4.3,0.17,0.056
306.483,856.3425,7.29,1.34,0.113137,0.2,-3.5,0.15,0.05
306.643,857.36125,7.36,1.24,,-0.2,-3.5,0.16,0.056
306.803,858.3814,7.82,1.1,0.112794,-0.3,-3.8,0.14,0.058
306.963,859.40415,7.85,0.97,,-0.3,-3.9,0.14,0.051
307.123,860.3957,8.85,0.94,0.0875551,-0.4,-4.5,0.1,0.05
307.283,861.44575,7.96,1.04,,-0.7,-5.2,0.13,0.055
307.443,862.37565,7.74,0.94,0.124905,-0.7,-5.6,0.15,0.05
307.603,863.36555,7.08,0.98,,-0.6,-5.7,0.15,0.047
307.763,864.3502,7.82,0.93,0.130269,-0.3,-5.8,0.14,0.06
307.923,865.34725,7.64,0.98,,-0.2,-5.7,0.12,0.053
308.083,866.3477,7.21,1.1,0.159037,0.3,-5.4,0.15,0.074
308.253,867.41625,5.65,1.05,,0.2,-5.6,0.19,0.073
308.403,868.14435,4.92,0.72,0.188289,,,0.17,0.129
308.563,868.7462,4.13,0.66,,,,0.18,0.137
308.723,869.3543,1.49,0.78,0.253425,,,0.24,0.109
308.883,869.95585,0.3,0.73,,,,0.27,0.144
309.043,870.56105,0.15,0.54,0.246165,,,0.26,0.126
309.203,871.16295,0.78,0.53,,,,0.25,0.094
309.363,871.7611,0.74,0.64,0.24904,,,0.26,0.098
309.523,872.36405,0.11,0.53,,,,0.25,0.124
309.683,872.9032,0.09,0.54,0.307484,,,0.25,0.113
309.843,873.33725,0.62,0.65,,,,0.26,0.122
310.003,873.781,0.14,0.56,0.258188,,,0.26,0.098
310.163,874.22565,0.43,0.63,,,,0.25,0.11
310.323,874.65855,0.11,0.51,0.303032,,,0.25,0.097
310.483,875.1033,0.88,0.66,,,,0.23,0.105
310.643,875.54125,0.71,0.61,0.244258,,,0.23,0.082
310.803,875.9736,0.42,0.61,,,,0.24,0.114
310.963,876.43965,0.44,0.71,0.235878,,,0.25,0.094
311.123,876.96485,0.4,0.65,,,,0.24,0.114
311.283,877.5086,0.09,0.57,0.293582,,,0.24,0.139
311.443,878.0397,0.27,0.58,,,,0.23,0.105
311.603,878.5754,0.53,0.56,0.318975,,,0.22,0.086
311.763,879.10755,0.44,0.62,,,,0.23,0.12
311.923,879.65195,0.12,0.57,0.28388,,,0.25,0.101
312.083,880.1798,0.16,0.49,,,,0.23,0.104
312.243,880.7031,0.91,0.47,0.279369,,,0.23,0.131
312.403,881.1796,0.74,0.48,,,,0.22,0.082
312.563,881.6687,1.01,0.52,0.260294,,,0.23,0.13
312.723,882.1514,0.28,0.52,,,,0.24,0.102
312.883,882.6304,0.12,0.45,0.33647,,,0.24,0.104
313.043,883.11475,0.11,0.45,,,,0.23,0.123
313.203,883.60925,1.33,0.78,0.260961,,,0.23,0.161
313.363,884.0896,0.54,0.62,,,,0.25,0.125
313.523,884.5631,0.12,0.5,0.327637,,,0.26,0.118
313.683,885.0977,0.08,0.48,,,,0.25,0.114
313.843,885.6116,2.38,0.68,0.227,,,0.23,0.127
314.003,886.13035,0.31,0.68,,,,0.28,0.122
314.163,886.66125,0.54,0.77,0.252654,,,0.26,0.089
314.323,887.1948,0.24,0.62,,,,0.29,0.154
314.483,887.72545,0.7,0.74,0.268383,,,0.28,0.136
314.643,888.25755,0.42,0.7,,,,0.27,0.075
314.803,888.7826,0.38,1.07,0.222795,,,0.28,0.085
314.963,889.53305,0.39,1.26,,,,0.3,0.084
315.123,890.31165,0.19,1.05,0.252453,,,0.28,0.073
315.283,891.0909,0.19,1.03,,,,0.27,0.072
315.443,891.88275,0.22,1.03,0.274349,,,0.29,0.072
315.603,892.66405,0.65,1.07,,,,0.3,0.073
315.763,893.44085,1.04,1.13,0.208528,,,0.31,0.071
315.923,894.2164,1,1.28,,,,0.31,0.062
316.083,894.99485,0.45,1.1,0.252201,,,0.28,0.054
316.243,895.9078,0.97,1.23,,,,0.28,0.056
316.403,896.8711,0.86,1.76,0.205308,,,0.29,0.062
316.563,897.8405,0.16,1.04,,,,0.28,0.054
316.723,898.7944,0.65,1.04,0.246451,,,0.27,0.064
316.883,899.749,0.48,1.34,,,,0.31,0.079
317.043,900.6988,1.52,1.22,0.204654,-0.87,-6.11,0.27,0.064
317.193,901.59805,3.01,0.96,,-0.84,-6.26,0.24,0.061
317.363,902.6048,1.79,1.01,0.189314,-0.74,-6.26,0.32,0.057
317.523,903.50335,2.27,1.17,,-0.76,-6.17,0.24,0.065
317.683,904.38425,3.11,0.96,0.190959,-0.63,-5.99,0.23,0.06
317.843,905.28475,3.73,1.09,,-0.7,-5.92,0.21,0.057
318.003,906.16625,4.36,1.07,0.174926,-0.34,-5.48,0.21,0.065
318.163,907.05705,4.6,1.02,,-1.21,-6.69,0.2,0.055
318.323,907.9542,4.89,1.1,0.174324,-0.11,-5.54,0.18,0.058
318.483,908.8373,4.67,1.32,,-0.18,-5.8,0.19,0.051
318.643,909.7202,3.08,1.26,0.206002,-0.29,-6.28,0.23,0.07
318.803,910.76055,1.42,0.94,,-0.81,-6.57,0.25,0.078
318.963,911.94245,0.76,0.95,0.23775,,,0.26,0.07
319.123,913.1298,0.12,0.77,,,,0.26,0.076
319.283,914.30825,0.19,0.66,0.268622,,,0.27,0.115
319.443,915.5024,3,0.62,,,,0.2,0.078
319.603,916.69205,0.22,0.57,0.276123,,,0.26,0.121
319.763,917.8931,0.13,0.48,,,,0.26,0.115
319.923,919.0874,0.25,0.52,0.307517,,,0.26,0.111
320.083,919.93365,0.49,0.57,,,,0.27,0.109
320.243,920.32115,0.22,0.52,0.322709,,,0.28,0.119
320.403,920.71315,0.84,0.55,,,,0.26,0.134
320.563,921.10345,0.17,0.51,0.331231,,,0.26,0.138
320.723,921.4829,0.19,0.58,,,,0.25,0.101
320.883,921.8647,0.4,0.56,0.333303,,,0.26,0.103
321.043,922.2458,0.56,0.65,,,,0.26,0.107
321.203,922.6238,0.66,0.62,0.327899,,,0.26,0.108
321.363,922.98765,1.99,0.64,,,,0.23,0.127
321.523,923.34335,0.18,0.65,0.336013,,,0.26,0.182
321.683,923.6952,0.2,0.8,,,,0.28,0.102
321.843,924.04,0.14,0.9,0.288235,,,0.3,0.104
322.003,924.39515,0.11,0.76,,,,0.28,0.092
322.163,924.73775,0.1,0.64,0.318617,,,0.29,0.131
322.323,925.08965,4.41,0.58,,,,0.16,0.084
322.483,925.44295,0.16,0.9,0.327437,,,0.29,0.169
322.643,925.8,0.17,1.32,,,,0.31,0.102
322.803,926.2007,0.26,1.61,0.219294,,,0.32,0.111
322.963,926.61185,0.11,1.21,,,,0.3,0.105
323.123,927.01585,0.1,1.17,0.266478,,,0.31,0.1
323.283,927.42585,0.14,1.38,,,,0.34,0.118
323.443,927.8427,0.67,1.02,0.237222,,,0.33,0.101
323.603,928.2462,0.24,0.95,,,,0.31,0.128
323.763,928.65645,3.34,0.7,0.205166,,,0.23,0.099
323.923,929.0513,0.15,0.98,,,,0.33,0.122
324.083,929.4581,1.2,1.3,0.21029,,,0.31,0.111
324.243,929.8592,0.16,1.32,,,,0.33,0.1
324.403,930.2521,0.14,1.36,0.211344,,,0.33,0.098
324.563,930.64985,0.62,0.91,,,,0.3,0.088
324.723,931.04095,0.75,0.8,0.245384,,,0.29,0.107
324.883,931.43945,1.07,0.82,,,,0.29,0.099
325.043,931.83775,1.89,1.08,0.227746,,,0.29,0.089
325.203,932.23705,2.25,1.22,,-0.76,-6.86,0.27,0.085
325.363,932.62865,2.58,1.31,0.197486,-0.65,-6.79,0.26,0.084
325.523,933.02225,2.2,1.4,,-1.16,-6.89,0.26,0.073
325.683,933.4222,3.08,0.91,0.219179,-1.18,-7.57,0.22,0.074
325.843,933.82105,2.46,1.34,,-0.62,-6.55,0.26,0.091
326.003,934.2264,0.5,0.81,0.272335,,,0.29,0.101
326.163,934.63065,0.28,0.77,,,,0.28,0.103
326.323,935.0292,1.27,0.66,0.330817,,,0.26,0.069
326.483,935.43045,1.85,0.64,,-0.61,-6.67,0.25,0.07
326.643,935.84805,0.83,0.69,0.338594,-0.3,-5.97,0.27,0.082
326.803,936.277,2.71,0.81,,-1.61,-7.68,0.25,0.09
326.963,936.70695,4.27,0.91,0.199223,-0.8,-7.49,0.19,0.079
327.123,937.1411,3.29,0.66,,-1.02,-7.61,0.21,0.066
327.283,937.56805,4.99,0.9,0.204201,-0.8,-7.38,0.18,0.073
327.44,937.98745,4.91,0.81,,-0.4,-7.01,0.17,0.068
327.6,938.4111,4.93,0.9,0.228658,-0.66,-7.46,0.18,0.089
327.76,938.8432,5.94,1.02,,-0.42,-7.16,0.17,0.08
327.92,939.2421,6.17,0.99,0.15054,-0.42,-6.92,0.16,0.068
328.07,939.60935,5.75,0.94,,-0.86,-7.31,0.19,0.071
328.24,940.0253,5.08,0.94,0.209668,-1.21,-7.86,0.18,0.086
328.4,940.41405,6.99,1.17,,-0.59,-7.03,0.16,0.082
328.56,940.804,6.97,1.02,0.151801,-0.38,-6.66,0.16,0.099
328.72,941.1913,5.94,1.08,,-0.11,-6.15,0.18,0.096
328.88,941.5827,4.17,0.84,0.227383,-0.6,-6.5,0.22,0.087
329.04,941.98605,3.6,0.82,,-0.34,-6.26,0.24,0.113
329.2,942.40105,3.91,0.9,0.248283,-0.45,-6.69,0.22,0.087
329.36,942.8367,6.04,0.92,,-0.32,-5.78,0.16,0.081
329.52,943.26675,5.64,1.29,0.17384,0.21,-5.38,0.19,0.069
329.68,943.6998,3.09,1.07,,-0.49,-5.84,0.23,0.094
329.84,944.12095,5.49,1.6,0.158662,0.15,-5.41,0.22,0.084
330,944.55045,3.4,1.14,,-0.87,-6.36,0.23,0.099
330.16,944.97595,3.52,1.16,0.223214,-0.74,-6.57,0.23,0.091
330.32,945.4053,3.78,1.32,,-0.64,-6.53,0.25,0.104
330.48,945.83945,3.79,1.32,0.216921,-0.89,-6.57,0.24,0.088
330.64,946.3022,3.74,1.29,,-0.91,-6.69,0.25,0.117
330.8,946.76025,4.18,1.49,0.216373,-1.04,-6.8,0.24,0.123
330.96,947.2243,4.45,1.62,,-1,-6.6,0.24,0.117
331.12,947.681,5.5,1.66,0.139645,-0.9,-5.98,0.21,0.125
331.28,948.14075,6.32,1.51,,-1.23,-5.99,0.2,0.105
331.44,948.59765,8.28,1.48,0.104535,-1.18,-6.19,0.15,0.123
331.6,949.05425,8.31,1.07,,-0.63,-5.54,0.13,0.1
331.76,949.48855,8.16,0.99,0.10947,-1.13,-5.8,0.14,0.098
331.92,949.9133,7.64,0.97,,-1.15,-5.99,0.16,0.078
332.08,950.335,8.07,0.89,0.112753,-0.85,-5.85,0.14,0.089
332.24,950.7625,7.04,0.89,,-1.12,-6.08,0.17,0.09
332.4,951.1868,6.99,0.89,0.158917,-1.12,-6.49,0.17,0.098
332.56,951.60885,6.67,0.83,,-1.04,-6.3,0.17,0.08
332.72,952.0349,6.88,0.85,0.169731,-1.04,-6.61,0.18,0.09
332.88,952.45605,7.97,0.86,,-0.77,-6.44,0.14,0.081
333.04,952.8795,6.82,0.89,0.147085,-1.04,-6.73,0.15,0.091
333.2,953.3594,7.28,0.82,,-0.91,-6.49,0.14,0.1
333.36,953.83915,8.23,0.99,0.110534,-0.6,-6.41,0.13,0.103
333.52,954.31715,7.73,1.2,,-0.07,-6.11,0.15,0.089
333.68,954.7946,8.62,1.11,0.108222,0.13,-6.38,0.12,0.17
333.84,955.2696,8.14,1.04,,0.32,-6.16,0.14,0.143
334,955.74975,6.64,1.03,0.171356,-0.05,-6.66,0.17,0.184
334.16,956.22555,7.05,0.86,,-0.3,-7.11,0.16,0.17
334.34,956.75485,6.5,1.06,0.167116,0.29,-6.65,0.17,0.191
334.48,957.1634,6.42,0.98,,-0.31,-6.8,0.17,0.173
334.64,957.62065,6.54,1.18,0.170895,-0.34,-7.04,0.18,0.197
334.8,958.07685,5.44,1.16,,-0.09,-6.98,0.2,0.184
